opportunity_id,symbol,row_number,direction,observable_entry_ts,fill_ts,exit_ts,decision,skip_reason,blocking_trade_id,blocking_symbol,blocking_fill_ts,blocking_exit_ts,active_positions_before,active_positions_after
OPP-000008,BTC,50,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000011,BTC,68,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000012,BTC,70,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000013,BTC,74,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000016,BTC,91,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000017,BTC,100,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000020,BTC,124,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000021,BTC,127,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000024,BTC,150,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000025,BTC,160,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000027,BTC,185,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000030,BTC,206,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000031,BTC,208,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000032,BTC,211,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000033,BTC,213,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000038,BTC,247,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000040,BTC,268,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000043,BTC,297,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000044,BTC,304,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000045,BTC,308,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000046,BTC,325,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000047,BTC,328,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000048,BTC,334,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000053,BTC,370,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000055,BTC,385,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000057,BTC,401,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000059,BTC,406,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000061,BTC,416,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000062,BTC,419,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000064,BTC,430,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000065,BTC,438,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000069,BTC,536,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000071,BTC,551,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000076,BTC,589,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000077,BTC,591,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000079,BTC,603,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000080,BTC,613,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000082,BTC,632,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000083,BTC,644,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000084,BTC,648,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000086,BTC,660,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000088,BTC,672,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000093,BTC,749,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000094,BTC,754,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000098,BTC,771,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000100,BTC,781,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000101,BTC,784,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000102,BTC,791,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000104,BTC,816,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000105,BTC,825,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000108,BTC,863,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000111,BTC,896,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000112,BTC,900,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000114,BTC,912,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000115,BTC,920,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000119,BTC,935,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000120,BTC,954,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000122,BTC,964,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000124,BTC,986,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000126,BTC,1004,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000128,BTC,1031,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000129,BTC,1044,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000131,BTC,1085,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000134,BTC,1097,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000136,BTC,1101,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000137,BTC,1127,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000138,BTC,1136,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000140,BTC,1172,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000141,BTC,1180,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000143,BTC,1192,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000144,BTC,1202,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000145,BTC,1228,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000146,BTC,1231,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000147,BTC,1233,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000148,BTC,1236,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000150,BTC,1241,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000152,BTC,1261,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000154,BTC,1282,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000156,BTC,1332,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000157,BTC,1335,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000160,BTC,1360,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000161,BTC,1363,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000162,BTC,1374,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000164,BTC,1393,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000166,BTC,1404,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000167,BTC,1412,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000168,BTC,1417,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000170,BTC,1428,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000171,BTC,1441,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000172,BTC,1444,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000173,BTC,1452,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000175,BTC,1461,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000176,BTC,1463,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000177,BTC,1466,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000180,BTC,1510,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000187,BTC,1547,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000191,BTC,1588,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000192,BTC,1592,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000194,BTC,1601,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000196,BTC,1622,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000197,BTC,1627,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000199,BTC,1659,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000203,BTC,1689,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000206,BTC,1699,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000208,BTC,1720,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000209,BTC,1722,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000211,BTC,1738,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000220,BTC,1819,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000222,BTC,1856,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000224,BTC,1873,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000228,BTC,1906,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000230,BTC,1914,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000231,BTC,1916,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000234,BTC,1931,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000239,BTC,1948,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000241,BTC,1966,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000242,BTC,1969,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000244,BTC,1984,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000245,BTC,1988,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000248,BTC,2014,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000249,BTC,2021,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000250,BTC,2023,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000251,BTC,2029,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000252,BTC,2033,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000255,BTC,2050,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000256,BTC,2059,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000258,BTC,2085,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000259,BTC,2113,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000260,BTC,2117,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000261,BTC,2120,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000263,BTC,2135,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000266,BTC,2166,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000271,BTC,2205,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000272,BTC,2217,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000273,BTC,2222,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000274,BTC,2226,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000277,BTC,2280,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000278,BTC,2282,SHORT,1772906519999,1772906519999,1772913059999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000001,BTC,1772906519999,1772911199999,1,1
OPP-000306,ETH,29,LONG,1772906519999,1772906519999,1772938259999,ACCEPTED,,,,,,1,2
OPP-000307,ETH,38,LONG,1772906519999,1772906519999,1772938259999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000002,ETH,1772906519999,1772938259999,2,2
OPP-000309,ETH,50,LONG,1772906519999,1772906519999,1772938259999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000002,ETH,1772906519999,1772938259999,2,2
OPP-000310,ETH,53,LONG,1772906519999,1772906519999,1772938259999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000002,ETH,1772906519999,1772938259999,2,2
OPP-000311,ETH,70,LONG,1772906519999,1772906519999,1772938259999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000002,ETH,1772906519999,1772938259999,2,2
OPP-000314,ETH,85,LONG,1772906519999,1772906519999,1772938259999,SKIPPED,SAME_SYMBOL_OVERLAP_SKIPPED,TRADE-000002,ETH,1772906519999,1772938259999,2,2
