setup_id,created_ts,updated_ts,reference_ts,resolved_ts,symbol,strategy,side,status,activation_status,trade_lifecycle,resolution_status,breakout_context,pullback_quality,risk_quality,reward_quality,quality_score,quality_grade,ideal_entry,activated_ts,activated_price,entry_price,invalidation,tp1,tp2,exit_price,tp1_hit,tp1_hit_ts,tp1_price,realized_return_pct,realized_r_multiple,outcome_r_multiple_proxy,consistency_flag,bars_observed,trend_state,trend_regime,immediate_slope,is_extended_move,active_leg_boxes,reason,reject_reason,resolution_note
94d43e59a130f17e37d3230fc124bdcc5f8db391,1774237019999,1774255139999,1774237019999,1774255139999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_TP1_PARTIAL_THEN_BE,TP1_PARTIAL_THEN_BE,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,80.0,A,0.09425,1774250579999,0.09425,0.09425,0.09375,0.09525,0.09575,0.09426885,1,1774251599999.0,0.095,0.02000000000000086,0.037700000000001586,1.0,OK,302,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,tp1_partial_then_breakeven
8a6027cf8c3ad9f8e5b622d4a994166858cff11e,1774303319999,1774307579999,1774303319999,1774307579999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_STOPPED,STOPPED,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,80.0,A,0.093,1774305059999,0.093,0.093,0.0925,0.094,0.0945,0.0925,0,,,-0.5376344086021511,-1.0,-1.0,OK,71,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,stop_hit_before_tp1
376845ddb8c3243032499131903eca8970c86cb3,1774325519999,1774329119999,1774325519999,1774329119999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_STOPPED,STOPPED,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,90.0,A,0.09175,1774328699999,0.09175,0.09175,0.09125,0.09275,0.09325,0.09125,0,,,-0.5449591280653956,-1.0,-1.0,OK,60,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,stop_hit_before_tp1
0392330bb2c7bb26e317c254fd1a278392150ef9,1774343519999,1774351979999,1774343519999,1774351979999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_TP2,TP2,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,90.0,A,0.09375,1774343579999,0.09375,0.09375,0.09325,0.09475,0.09525,0.09525,1,1774344779999.0,0.0945,1.6000000000000014,3.0,3.0,OK,141,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,tp2_hit_after_tp1
d8f51b28290a484165c132d41995e65fceab6af2,1774354739999,1774357799999,1774354739999,1774357799999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_STOPPED,STOPPED,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,90.0,A,0.0945,1774354859999,0.0945,0.0945,0.094,0.0955,0.096,0.094,0,,,-0.5291005291005296,-1.0,-1.0,OK,51,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,stop_hit_before_tp1
e42b27ba7fe04752e345bf265f01c8509f4a855a,1773026519999,1774621379999,1773026519999,1774621379999,MEXC_FUT:SUIUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_TP1_PARTIAL_THEN_BE,TP1_PARTIAL_THEN_BE,POST_BREAKOUT_PULLBACK,HEALTHY,TIGHT,OK,90.0,A,0.8849999999999999,1774619819999,0.8849999999999999,0.8849999999999999,0.88,0.8949999999999997,0.8999999999999996,0.8851769999999999,1,1774620779999.0,0.8924999999999997,0.01999999999999805,0.0353999999999973,1.0,OK,26581,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,tp1_partial_then_breakeven
8a17cb7168ae8b37658b4114fd2cb7f8343d4c08,1773013499999,1774625039999,1773013499999,1774625039999,MEXC_FUT:BTCUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_TP2,TP2,POST_BREAKOUT_PULLBACK,HEALTHY,TIGHT,OK,100.0,A,65800.0,1774621679999,65800.0,65800.0,65600.0,66200.0,66400.0,66400.0,1,1774623359999.0,66100.0,0.911854103343465,3.0,3.0,OK,26859,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,tp2_hit_after_tp1
40e425d9b38dc57cffcda2ecb8089125efd3cb8d,1774380659999,1774631459999,1774380659999,1774631459999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_TP1_PARTIAL_THEN_BE,TP1_PARTIAL_THEN_BE,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,90.0,A,0.09175,1774629239999,0.09175,0.09175,0.09125,0.09275,0.09325,0.09176835,1,1774631279999.0,0.0925,0.02000000000000034,0.036700000000000586,1.0,OK,4180,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,tp1_partial_then_breakeven
8d67db39b063cd0a0dae781685f1049746c7b9ff,1774632119999,1774633439999,1774632119999,1774633439999,MEXC_FUT:BTCUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_STOPPED,STOPPED,POST_BREAKOUT_PULLBACK,HEALTHY,TIGHT,OK,100.0,A,65900.0,1774632419999,65900.0,65900.0,65700.0,66300.0,66500.0,65700.0,0,,,-0.30349013657056145,-1.0,-1.0,OK,22,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,stop_hit_before_tp1
607cd60e0c414ad3930743f72a9709bb3431ebaa,1774660259999,1774660439999,1774660259999,1774660439999,MEXC_FUT:ENAUSDT,pullback_retest,LONG,CANDIDATE,ACTIVE,ACTIVATED_STOPPED,STOPPED,POST_BREAKOUT_PULLBACK,HEALTHY,NORMAL,OK,90.0,A,0.089,1774660319999,0.089,0.089,0.0885,0.09,0.0905,0.0885,0,,,-0.5617977528089892,-1.0,-1.0,OK,3,BULLISH,BULLISH_REGIME,BEARISH_PULLBACK,0,2,Bullish pullback near support with acceptable close-confirmed risk profile,,stop_hit_before_tp1
